Railway: Thameslink Core; Timetable: Thameslink Core Monday 29.06.2026;  Start time: 04:00

Departs from Blackfriars,06:22,06:52,07:22,07:52,08:22,08:52,09:22,09:52,10:22,10:52,11:22,11:52,12:22,12:52,13:22,13:52,14:22,14:52,15:22,15:52,16:22,16:52,17:22,17:52,18:22,18:52,19:22,19:52
Arrives at City Thameslink,06:23,06:53,07:23,07:53,08:23,08:53,09:23,09:53,10:23,10:53,11:23,11:53,12:23,12:53,13:23,13:53,14:23,14:53,15:23,15:53,16:23,16:53,17:23,17:53,18:23,18:53,19:23,19:53
Departs from City Thameslink,06:24,06:54,07:24,07:54,08:24,08:54,09:24,09:54,10:24,10:54,11:24,11:54,12:24,12:54,13:24,13:54,14:24,14:54,15:24,15:54,16:24,16:54,17:24,17:54,18:24,18:54,19:24,19:54
Arrives at Farringdon,06:25,06:55,07:25,07:55,08:25,08:55,09:25,09:55,10:25,10:55,11:25,11:55,12:25,12:55,13:25,13:55,14:25,14:55,15:25,15:55,16:25,16:55,17:25,17:55,18:25,18:55,19:25,19:55
Departs from Farringdon,06:26,06:56,07:26,07:56,08:26,08:56,09:26,09:56,10:26,10:56,11:26,11:56,12:26,12:56,13:26,13:56,14:26,14:56,15:26,15:56,16:26,16:56,17:26,17:56,18:26,18:56,19:26,19:56
Passes Kings Cross TL (Closed),06:29,06:59,07:29,07:59,08:29,08:59,09:29,09:59,10:29,10:59,11:29,11:59,12:29,12:59,13:29,13:59,14:29,14:59,15:29,15:59,16:29,16:59,17:29,17:59,18:29,18:59,19:29,19:59
Arrives at St. Pancras,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00
Departs from St. Pancras,06:31,07:01,07:31,08:01,08:31,09:01,09:31,10:01,10:31,11:01,11:31,12:01,12:31,13:01,13:31,14:01,14:31,15:01,15:31,16:01,16:31,17:01,17:31,18:01,18:31,19:01,19:31,20:01
Exits railway at T/F Finsbury Park,
allowable exit element(s): 30-6 ,06:33,07:03,07:33,08:03,08:33,09:03,09:33,10:03,10:33,11:03,11:33,12:03,12:33,13:03,13:33,14:03,14:33,15:03,15:33,16:03,16:33,17:03,17:33,18:03,18:33,19:03,19:33,20:03


Brighton - Cambridge [TL] - Class 700/1; Mass 410Te; Power 5000kW; Brake force 152Te; Maximum speed 161 km/h
,9S56,9S60,9S64,9S68

Enters at T/F London Bridge,20:17,21:17,22:17,23:17
Arrives at Blackfriars,20:21,21:21,22:21,23:21
Departs from Blackfriars,20:22,21:22,22:22,23:22
Arrives at City Thameslink,20:23,21:23,22:23,23:23
Departs from City Thameslink,20:24,21:24,22:24,23:24
Arrives at Farringdon,20:25,21:25,22:25,23:25
Departs from Farringdon,20:26,21:26,22:26,23:26
Passes Kings Cross TL (Closed),20:29,21:29,22:29,23:29
Arrives at St. Pancras,20:30,21:30,22:30,23:30
Departs from St. Pancras,20:31,21:31,22:31,23:31
Exits railway at T/F Finsbury Park,
allowable exit element(s): 30-6 ,20:33,21:33,22:33,23:33


Welwyn Garden City - Sevenoaks via E&C P4 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y09,9Y11,9Y13,9Y15,9Y17,9Y19

Enters at T/F Finsbury Park,07:02,07:32,08:02,08:32,09:02,09:32
Arrives at St. Pancras,07:06,07:36,08:06,08:36,09:06,09:36
Departs from St. Pancras,07:07,07:37,08:07,08:37,09:07,09:37
Passes Kings Cross TL (Closed),07:08,07:38,08:08,08:38,09:08,09:38
Arrives at Farringdon,07:11,07:41,08:11,08:41,09:11,09:41
Departs from Farringdon,07:12,07:42,08:12,08:42,09:12,09:42
Arrives at City Thameslink,07:13,07:43,08:13,08:43,09:13,09:43
Departs from City Thameslink,07:14,07:44,08:14,08:44,09:14,09:44
Arrives at Blackfriars,07:15,07:45,08:15,08:45,09:15,09:45
Departs from Blackfriars,07:16,07:46,08:16,08:46,09:16,09:46
Arrives at Elephant & Castle,07:19,07:49,08:19,08:49,09:19,09:49
Departs from Elephant & Castle,07:20,07:50,08:20,08:50,09:20,09:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-23 ,07:23,07:53,08:23,08:53,09:23,09:53


Welwyn Garden City - Sevenoaks via E&C P4 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y51,9Y53,9Y55,9Y57,9Y59,9Y61

Enters at T/F Finsbury Park,17:33,18:03,18:33,19:03,19:33,20:03
Arrives at St. Pancras,17:36,18:06,18:36,19:06,19:36,20:06
Departs from St. Pancras,17:37,18:07,18:37,19:07,19:37,20:07
Passes Kings Cross TL (Closed),17:38,18:08,18:38,19:08,19:38,20:08
Arrives at Farringdon,17:41,18:11,18:41,19:11,19:41,20:11
Departs from Farringdon,17:42,18:12,18:42,19:12,19:42,20:12
Arrives at City Thameslink,17:43,18:13,18:43,19:13,19:43,20:13
Departs from City Thameslink,17:44,18:14,18:44,19:14,19:44,20:14
Arrives at Blackfriars,17:45,18:15,18:45,19:15,19:45,20:15
Departs from Blackfriars,17:46,18:16,18:46,19:16,19:46,20:16
Arrives at Elephant & Castle,17:49,18:19,18:49,19:19,19:49,20:19
Departs from Elephant & Castle,17:50,18:20,18:50,19:20,19:50,20:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-23 ,17:53,18:23,18:53,19:23,19:53,20:23


Sevenoaks - Welwyn Garden City via E&C P3; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y76,9Y78,9Y80,9Y82,9Y84

Enters at T/F Loughborough Junction,06:51,07:21,07:51,08:21,08:51
Arrives at Elephant & Castle,06:53,07:23,07:53,08:23,08:53
Departs from Elephant & Castle,06:54,07:24,07:54,08:24,08:54
Arrives at Blackfriars,06:58,07:28,07:58,08:28,08:58
Departs from Blackfriars,06:59,07:29,07:59,08:29,08:59
Arrives at City Thameslink,07:00,07:30,08:00,08:30,09:00
Departs from City Thameslink,07:01,07:31,08:01,08:31,09:01
Arrives at Farringdon,07:03,07:33,08:03,08:33,09:03
Departs from Farringdon,07:04,07:34,08:04,08:34,09:04
Passes Kings Cross TL (Closed),07:06,07:36,08:06,08:36,09:06
Arrives at St. Pancras,07:07,07:37,08:07,08:37,09:07
Departs from St. Pancras,07:08,07:38,08:08,08:38,09:08
Exits railway at T/F Finsbury Park,
allowable exit element(s): 30-6 ,07:11,07:41,08:11,08:41,09:11


Sevenoaks - Welwyn Garden City via E&C P3; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y88,9Y90,9Y92,9Y94,9Y96,9Y98

Enters at T/F Loughborough Junction,16:21,16:51,17:21,17:51,18:21,18:51
Arrives at Elephant & Castle,16:23,16:53,17:23,17:53,18:23,18:53
Departs from Elephant & Castle,16:24,16:54,17:24,17:54,18:24,18:54
Arrives at Blackfriars,16:28,16:58,17:28,17:58,18:28,18:58
Departs from Blackfriars,16:29,16:59,17:29,17:59,18:29,18:59
Arrives at City Thameslink,16:30,17:00,17:30,18:00,18:30,19:00
Departs from City Thameslink,16:31,17:01,17:31,18:01,18:31,19:01
Arrives at Farringdon,16:33,17:03,17:33,18:03,18:33,19:03
Departs from Farringdon,16:34,17:04,17:34,18:04,18:34,19:04
Passes Kings Cross TL (Closed),16:36,17:06,17:36,18:06,18:36,19:06
Arrives at St. Pancras,16:37,17:07,17:37,18:07,18:37,19:07
Departs from St. Pancras,16:38,17:08,17:38,18:08,18:38,19:08
Exits railway at T/F Finsbury Park,
allowable exit element(s): 30-6 ,16:41,17:11,17:41,18:11,18:41,19:11


Blackfriars - Sevenoaks via E&C P4 [TL] - Class 700/0
,9Y01

New service at Blackfriars from,5J01 at 05:06
Departs from Blackfriars,05:16
Arrives at Elephant & Castle,05:19
Departs from Elephant & Castle,05:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-23 ,05:22


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y03

New service at Blackfriars from,5Y03 at 05:42
Departs from Blackfriars,05:46
Arrives at Elephant & Castle,05:49
Departs from Elephant & Castle,05:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,05:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y05

Created at Blackfriars,04:00
Departs from Blackfriars,06:16
Arrives at Elephant & Castle,06:19
Departs from Elephant & Castle,06:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,06:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y07

New service at Blackfriars from,9Y00 at 06:34
Departs from Blackfriars,06:46
Arrives at Elephant & Castle,06:49
Departs from Elephant & Castle,06:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,06:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y21

New service at Blackfriars from,9Y14 at 10:04
Departs from Blackfriars,10:16
Arrives at Elephant & Castle,10:19
Departs from Elephant & Castle,10:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,10:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y23

New service at Blackfriars from,9Y16 at 10:34
Departs from Blackfriars,10:46
Arrives at Elephant & Castle,10:49
Departs from Elephant & Castle,10:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,10:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y25

New service at Blackfriars from,9Y18 at 11:04
Departs from Blackfriars,11:16
Arrives at Elephant & Castle,11:19
Departs from Elephant & Castle,11:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,11:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y27

New service at Blackfriars from,9Y20 at 11:34
Departs from Blackfriars,11:46
Arrives at Elephant & Castle,11:49
Departs from Elephant & Castle,11:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,11:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y29

New service at Blackfriars from,9Y22 at 12:04
Departs from Blackfriars,12:16
Arrives at Elephant & Castle,12:19
Departs from Elephant & Castle,12:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,12:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y31

New service at Blackfriars from,9Y24 at 12:34
Departs from Blackfriars,12:46
Arrives at Elephant & Castle,12:49
Departs from Elephant & Castle,12:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,12:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y33

New service at Blackfriars from,9Y26 at 13:04
Departs from Blackfriars,13:16
Arrives at Elephant & Castle,13:19
Departs from Elephant & Castle,13:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,13:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y35

New service at Blackfriars from,9Y28 at 13:34
Departs from Blackfriars,13:46
Arrives at Elephant & Castle,13:49
Departs from Elephant & Castle,13:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,13:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y37

New service at Blackfriars from,9Y30 at 14:04
Departs from Blackfriars,14:16
Arrives at Elephant & Castle,14:19
Departs from Elephant & Castle,14:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,14:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y39

New service at Blackfriars from,9Y32 at 14:34
Departs from Blackfriars,14:46
Arrives at Elephant & Castle,14:49
Departs from Elephant & Castle,14:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,14:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y41

New service at Blackfriars from,9Y34 at 15:04
Departs from Blackfriars,15:16
Arrives at Elephant & Castle,15:19
Departs from Elephant & Castle,15:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,15:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y43

New service at Blackfriars from,9Y36 at 15:34
Departs from Blackfriars,15:46
Arrives at Elephant & Castle,15:49
Departs from Elephant & Castle,15:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,15:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y45

New service at Blackfriars from,9Y38 at 16:04
Departs from Blackfriars,16:16
Arrives at Elephant & Castle,16:19
Departs from Elephant & Castle,16:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,16:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y59

New service at Blackfriars from,9Y52 at 19:34
Departs from Blackfriars,19:46
Arrives at Elephant & Castle,19:49
Departs from Elephant & Castle,19:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,19:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y61

New service at Blackfriars from,9Y54 at 20:04
Departs from Blackfriars,20:16
Arrives at Elephant & Castle,20:19
Departs from Elephant & Castle,20:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,20:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y63

New service at Blackfriars from,9Y56 at 20:34
Departs from Blackfriars,20:46
Arrives at Elephant & Castle,20:49
Departs from Elephant & Castle,20:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,20:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y65

New service at Blackfriars from,9Y58 at 21:04
Departs from Blackfriars,21:16
Arrives at Elephant & Castle,21:19
Departs from Elephant & Castle,21:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,21:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y67

New service at Blackfriars from,9Y60 at 21:34
Departs from Blackfriars,21:46
Arrives at Elephant & Castle,21:49
Departs from Elephant & Castle,21:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,21:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y69

New service at Blackfriars from,9Y62 at 22:04
Departs from Blackfriars,22:16
Arrives at Elephant & Castle,22:19
Departs from Elephant & Castle,22:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,22:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y71

New service at Blackfriars from,9Y64 at 22:34
Departs from Blackfriars,22:46
Arrives at Elephant & Castle,22:49
Departs from Elephant & Castle,22:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,22:53


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y73

New service at Blackfriars from,9Y66 at 23:04
Departs from Blackfriars,23:16
Arrives at Elephant & Castle,23:19
Departs from Elephant & Castle,23:20
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,23:23


Blackfriars - Sevenoaks via E&C P2 [TL] - Class 700/0
,9Y75

New service at Blackfriars from,9Y68 at 23:34
Departs from Blackfriars,23:46
Arrives at Elephant & Castle,23:49
Departs from Elephant & Castle,23:50
Exits railway at T/F Loughborough Junction,
allowable exit element(s): 105-25 ,23:53


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y00

Enters at T/F Loughborough Junction,06:21
Arrives at Elephant & Castle,06:23
Departs from Elephant & Castle,06:24
Arrives at Blackfriars,06:29
Changes direction at Blackfriars,06:32
At Blackfriars forms new service,9Y07 at 06:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y14

Enters at T/F Loughborough Junction,09:51
Arrives at Elephant & Castle,09:53
Departs from Elephant & Castle,09:54
Arrives at Blackfriars,09:59
Changes direction at Blackfriars,10:02
At Blackfriars forms new service,9Y21 at 10:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y16

Enters at T/F Loughborough Junction,10:21
Arrives at Elephant & Castle,10:23
Departs from Elephant & Castle,10:24
Arrives at Blackfriars,10:29
Changes direction at Blackfriars,10:32
At Blackfriars forms new service,9Y23 at 10:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y18

Enters at T/F Loughborough Junction,10:51
Arrives at Elephant & Castle,10:53
Departs from Elephant & Castle,10:54
Arrives at Blackfriars,10:59
Changes direction at Blackfriars,11:02
At Blackfriars forms new service,9Y25 at 11:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y20

Enters at T/F Loughborough Junction,11:21
Arrives at Elephant & Castle,11:23
Departs from Elephant & Castle,11:24
Arrives at Blackfriars,11:29
Changes direction at Blackfriars,11:32
At Blackfriars forms new service,9Y27 at 11:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y22

Enters at T/F Loughborough Junction,11:51
Arrives at Elephant & Castle,11:53
Departs from Elephant & Castle,11:54
Arrives at Blackfriars,11:59
Changes direction at Blackfriars,12:02
At Blackfriars forms new service,9Y29 at 12:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y24

Enters at T/F Loughborough Junction,12:21
Arrives at Elephant & Castle,12:23
Departs from Elephant & Castle,12:24
Arrives at Blackfriars,12:29
Changes direction at Blackfriars,12:32
At Blackfriars forms new service,9Y31 at 12:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y26

Enters at T/F Loughborough Junction,12:51
Arrives at Elephant & Castle,12:53
Departs from Elephant & Castle,12:54
Arrives at Blackfriars,12:59
Changes direction at Blackfriars,13:02
At Blackfriars forms new service,9Y33 at 13:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y28

Enters at T/F Loughborough Junction,13:21
Arrives at Elephant & Castle,13:23
Departs from Elephant & Castle,13:24
Arrives at Blackfriars,13:29
Changes direction at Blackfriars,13:32
At Blackfriars forms new service,9Y35 at 13:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y30

Enters at T/F Loughborough Junction,13:51
Arrives at Elephant & Castle,13:53
Departs from Elephant & Castle,13:54
Arrives at Blackfriars,13:59
Changes direction at Blackfriars,14:02
At Blackfriars forms new service,9Y37 at 14:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y32

Enters at T/F Loughborough Junction,14:21
Arrives at Elephant & Castle,14:23
Departs from Elephant & Castle,14:24
Arrives at Blackfriars,14:29
Changes direction at Blackfriars,14:32
At Blackfriars forms new service,9Y39 at 14:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y34

Enters at T/F Loughborough Junction,14:51
Arrives at Elephant & Castle,14:53
Departs from Elephant & Castle,14:54
Arrives at Blackfriars,14:59
Changes direction at Blackfriars,15:02
At Blackfriars forms new service,9Y41 at 15:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y36

Enters at T/F Loughborough Junction,15:21
Arrives at Elephant & Castle,15:23
Departs from Elephant & Castle,15:24
Arrives at Blackfriars,15:29
Changes direction at Blackfriars,15:32
At Blackfriars forms new service,9Y43 at 15:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y38

Enters at T/F Loughborough Junction,15:51
Arrives at Elephant & Castle,15:53
Departs from Elephant & Castle,15:54
Arrives at Blackfriars,15:59
Changes direction at Blackfriars,16:02
At Blackfriars forms new service,9Y45 at 16:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y52

Enters at T/F Loughborough Junction,19:21
Arrives at Elephant & Castle,19:23
Departs from Elephant & Castle,19:24
Arrives at Blackfriars,19:29
Changes direction at Blackfriars,19:32
At Blackfriars forms new service,9Y59 at 19:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y54

Enters at T/F Loughborough Junction,19:51
Arrives at Elephant & Castle,19:53
Departs from Elephant & Castle,19:54
Arrives at Blackfriars,19:59
Changes direction at Blackfriars,20:02
At Blackfriars forms new service,9Y61 at 20:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y56

Enters at T/F Loughborough Junction,20:21
Arrives at Elephant & Castle,20:23
Departs from Elephant & Castle,20:24
Arrives at Blackfriars,20:29
Changes direction at Blackfriars,20:32
At Blackfriars forms new service,9Y63 at 20:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y58

Enters at T/F Loughborough Junction,20:51
Arrives at Elephant & Castle,20:53
Departs from Elephant & Castle,20:54
Arrives at Blackfriars,20:59
Changes direction at Blackfriars,21:02
At Blackfriars forms new service,9Y65 at 21:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y60

Enters at T/F Loughborough Junction,21:21
Arrives at Elephant & Castle,21:23
Departs from Elephant & Castle,21:24
Arrives at Blackfriars,21:29
Changes direction at Blackfriars,21:32
At Blackfriars forms new service,9Y67 at 21:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y62

Enters at T/F Loughborough Junction,21:51
Arrives at Elephant & Castle,21:53
Departs from Elephant & Castle,21:54
Arrives at Blackfriars,21:59
Changes direction at Blackfriars,22:02
At Blackfriars forms new service,9Y69 at 22:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y64

Enters at T/F Loughborough Junction,22:21
Arrives at Elephant & Castle,22:23
Departs from Elephant & Castle,22:24
Arrives at Blackfriars,22:29
Changes direction at Blackfriars,22:32
At Blackfriars forms new service,9Y71 at 22:34


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y66

Enters at T/F Loughborough Junction,22:51
Arrives at Elephant & Castle,22:53
Departs from Elephant & Castle,22:54
Arrives at Blackfriars,22:59
Changes direction at Blackfriars,23:02
At Blackfriars forms new service,9Y73 at 23:04


Sevenoaks - Blackfriars P3 via E&C P1 [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9Y68

Enters at T/F Loughborough Junction,23:21
Arrives at Elephant & Castle,23:23
Departs from Elephant & Castle,23:24
Arrives at Blackfriars,23:29
Changes direction at Blackfriars,23:32
At Blackfriars forms new service,9Y75 at 23:34


Bedford - Three Bridges [TL] - Class 700/1; Mass 410Te; Power 5000kW; Brake force 152Te; Maximum speed 161 km/h
,9R85,9R89

Enters at T/F West Hampstead TL,07:17,08:17
Passes Kentish Town,07:18,08:18
Arrives at St. Pancras,07:24,08:24
Departs from St. Pancras,07:25,08:25
Passes Kings Cross TL (Closed),07:26,08:26
Arrives at Farringdon,07:28,08:28
Departs from Farringdon,07:29,08:29
Arrives at City Thameslink,07:30,08:30
Departs from City Thameslink,07:31,08:31
Arrives at Blackfriars,07:33,08:33
Departs from Blackfriars,07:34,08:34
Exits railway at T/F London Bridge,
allowable exit element(s): 78-21 ,07:36,08:36


Bedford - Three Bridges [TL] - Class 700/0; Mass 278Te; Power 3300kW; Brake force 152Te; Maximum speed 161 km/h
,9T81

Enters at T/F West Hampstead TL,08:02
Passes Kentish Town,08:03
Arrives at St. Pancras,08:09
Departs from St. Pancras,08:10
Passes Kings Cross TL (Closed),08:11
Arrives at Farringdon,08:13
Departs from Farringdon,08:14
Arrives at City Thameslink,08:15
Departs from City Thameslink,08:16
Arrives at Blackfriars,08:18
Departs from Blackfriars,08:19
Exits railway at T/F London Bridge,
allowable exit element(s): 78-21 ,08:21


Bedford - Three Bridges [TL] - Class 700/1; Mass 410Te; Power 5000kW; Brake force 152Te; Maximum speed 161 km/h
,9R05,9R07,9R09,9R11,9R13,9R15,9R17,9R19,9R21,9R23,9R25,9R27,9R29,9R31,9R33,9R35,9R37,9R39,9R41,9R43,9R45,9R47,9R49,9R51

Enters at T/F West Hampstead TL,07:57,08:27,08:57,09:27,09:57,10:27,10:57,11:27,11:57,12:27,12:57,13:27,13:57,14:27,14:57,15:27,15:57,16:27,16:57,17:27,17:57,18:27,18:57,19:27
Passes Kentish Town,07:58,08:28,08:58,09:28,09:58,10:28,10:58,11:28,11:58,12:28,12:58,13:28,13:58,14:28,14:58,15:28,15:58,16:28,16:58,17:28,17:58,18:28,18:58,19:28
Arrives at St. Pancras,08:04,08:34,09:04,09:34,10:04,10:34,11:04,11:34,12:04,12:34,13:04,13:34,14:04,14:34,15:04,15:34,16:04,16:34,17:04,17:34,18:04,18:34,19:04,19:34
Departs from St. Pancras,08:05,08:35,09:05,09:35,10:05,10:35,11:05,11:35,12:05,12:35,13:05,13:35,14:05,14:35,15:05,15:35,16:05,16:35,17:05,17:35,18:05,18:35,19:05,19:35
Passes Kings Cross TL (Closed),08:06,08:36,09:06,09:36,10:06,10:36,11:06,11:36,12:06,12:36,13:06,13:36,14:06,14:36,15:06,15:36,16:06,16:36,17:06,17:36,18:06,18:36,19:06,19:36
Arrives at Farringdon,08:08,08:38,09:08,09:38,10:08,10:38,11:08,11:38,12:08,12:38,13:08,13:38,14:08,14:38,15:08,15:38,16:08,16:38,17:08,17:38,18:08,18:38,19:08,19:38
Departs from Farringdon,08:09,08:39,09:09,09:39,10:09,10:39,11:09,11:39,12:09,12:39,13:09,13:39,14:09,14:39,15:09,15:39,16:09,16:39,17:09,17:39,18:09,18:39,19:09,19:39
